"","NSC","PANEL","CELL","NLOGGI50","INDN","TOTN","DRUGNAME"
"940",36405,"Non-Small Cell Lung","NCI-H460",5.721,2,2,"Chelerythrine"
"941",36405,"Non-Small Cell Lung","HOP-62",5.737,2,2,"Chelerythrine"
"942",36405,"Non-Small Cell Lung","HOP-18",5.744,2,2,"Chelerythrine"
"943",36405,"Non-Small Cell Lung","HOP-92",5.736,2,2,"Chelerythrine"
"944",36405,"Non-Small Cell Lung","LXFL 529",5.764,2,2,"Chelerythrine"
"945",36405,"Small Cell Lung","DMS 114",5.663,2,2,"Chelerythrine"
"946",36405,"Small Cell Lung","DMS 273",5.692,2,2,"Chelerythrine"
"947",36405,"Colon","HT29",5.749,2,2,"Chelerythrine"
"948",36405,"Colon","HCC-2998",5.715,2,2,"Chelerythrine"
"949",36405,"Colon","HCT-116",5.725,1,2,"Chelerythrine"
"950",36405,"Colon","SW-620",6.124,2,2,"Chelerythrine"
"951",36405,"Colon","COLO 205",5.729,2,2,"Chelerythrine"
"952",36405,"Colon","DLD-1",5.77,2,2,"Chelerythrine"
"953",36405,"Colon","HCT-15",5.41,2,2,"Chelerythrine"
"954",36405,"Colon","KM12",5.679,2,2,"Chelerythrine"
"955",36405,"Colon","KM20L2",5.759,1,2,"Chelerythrine"
"956",36405,"Ovarian","OVCAR-3",5.817,2,2,"Chelerythrine"
"957",36405,"Ovarian","OVCAR-4",5.703,2,2,"Chelerythrine"
"958",36405,"Ovarian","OVCAR-5",5.604,2,2,"Chelerythrine"
"959",36405,"Ovarian","OVCAR-8",5.774,2,2,"Chelerythrine"
"960",36405,"Ovarian","IGROV1",5.734,2,2,"Chelerythrine"
"961",36405,"Ovarian","SK-OV-3",5.821,2,2,"Chelerythrine"
"962",36405,"Leukemia","CCRF-CEM",6.726,2,2,"Chelerythrine"
"963",36405,"Leukemia","K-562",5.42,2,2,"Chelerythrine"
"964",36405,"Leukemia","MOLT-4",6.441,2,2,"Chelerythrine"
"965",36405,"Leukemia","HL-60(TB)",6.544,2,2,"Chelerythrine"
"966",36405,"Leukemia","RPMI-8226",5.62,2,2,"Chelerythrine"
"967",36405,"Leukemia","SR",5.893,1,2,"Chelerythrine"
"968",36405,"Renal","UO-31",5.677,2,2,"Chelerythrine"
"969",36405,"Renal","SN12C",5.744,2,2,"Chelerythrine"
"970",36405,"Renal","A498",5.038,2,2,"Chelerythrine"
"971",36405,"Renal","CAKI-1",5.718,2,2,"Chelerythrine"
"972",36405,"Renal","RXF-631",5.731,2,2,"Chelerythrine"
"973",36405,"Renal","786-0",5.731,1,2,"Chelerythrine"
"974",36405,"Renal","ACHN",5.779,1,2,"Chelerythrine"
"975",36405,"Renal","TK-10",5.706,2,2,"Chelerythrine"
"976",36405,"Melanoma","LOX IMVI",5.749,2,2,"Chelerythrine"
"977",36405,"Melanoma","MALME-3M",5.755,2,2,"Chelerythrine"
"978",36405,"Melanoma","SK-MEL-2",5.691,2,2,"Chelerythrine"
"979",36405,"Melanoma","SK-MEL-5",5.74,2,2,"Chelerythrine"
"980",36405,"Melanoma","SK-MEL-28",5.762,2,2,"Chelerythrine"
"981",36405,"Melanoma","M14",5.721,2,2,"Chelerythrine"
"982",36405,"Melanoma","M19-MEL",5.796,2,2,"Chelerythrine"
"983",36405,"Melanoma","UACC-62",5.737,2,2,"Chelerythrine"
"984",36405,"Melanoma","UACC-257",5.726,2,2,"Chelerythrine"
"985",36405,"Central Nervous System","SNB-19",5.773,1,2,"Chelerythrine"
"986",36405,"Central Nervous System","SNB-75",5.742,2,2,"Chelerythrine"
"987",36405,"Central Nervous System","SNB-78",5.699,2,2,"Chelerythrine"
"988",36405,"Central Nervous System","U251",5.744,2,2,"Chelerythrine"
"989",36405,"Central Nervous System","SF-268",5.661,1,2,"Chelerythrine"
"990",36405,"Central Nervous System","SF-295",5.761,2,2,"Chelerythrine"
"991",36405,"Central Nervous System","SF-539",5.735,2,2,"Chelerythrine"
"992",36405,"Central Nervous System","XF 498",5.747,2,2,"Chelerythrine"
"993",45388,"Non-Small Cell Lung","NCI-H23",4.03,39,48,"Dacarbazine"
"994",45388,"Non-Small Cell Lung","NCI-H522",4.155,36,48,"Dacarbazine"
"995",45388,"Non-Small Cell Lung","A549/ATCC",4.022,41,48,"Dacarbazine"
"996",45388,"Non-Small Cell Lung","EKVX",4.135,38,48,"Dacarbazine"
"997",45388,"Non-Small Cell Lung","NCI-H226",4.125,35,48,"Dacarbazine"
"998",45388,"Non-Small Cell Lung","NCI-H322M",4.026,35,48,"Dacarbazine"
"999",45388,"Non-Small Cell Lung","NCI-H460",4.233,41,48,"Dacarbazine"
"1000",45388,"Non-Small Cell Lung","HOP-62",4.615,32,48,"Dacarbazine"
"1001",45388,"Non-Small Cell Lung","HOP-18",4.85,35,48,"Dacarbazine"
"1002",45388,"Non-Small Cell Lung","HOP-92",4.469,39,48,"Dacarbazine"
"1003",45388,"Non-Small Cell Lung","LXFL 529",4.01,5,48,"Dacarbazine"
"1004",45388,"Small Cell Lung","DMS 114",4.129,33,48,"Dacarbazine"
"1005",45388,"Small Cell Lung","DMS 273",4.849,34,48,"Dacarbazine"
"1006",45388,"Colon","HT29",4.06,39,48,"Dacarbazine"
"1007",45388,"Colon","HCC-2998",4.312,38,48,"Dacarbazine"
"1008",45388,"Colon","HCT-116",4.391,39,48,"Dacarbazine"
"1009",45388,"Colon","SW-620",4.259,39,48,"Dacarbazine"
"1010",45388,"Colon","COLO 205",4.086,40,48,"Dacarbazine"
"1011",45388,"Colon","DLD-1",4.236,36,48,"Dacarbazine"
"1012",45388,"Colon","HCT-15",4.015,38,48,"Dacarbazine"
"1013",45388,"Colon","KM12",4.019,38,48,"Dacarbazine"
"1014",45388,"Colon","KM20L2",4.262,35,48,"Dacarbazine"
"1015",45388,"Breast","MCF7",4.051,26,48,"Dacarbazine"
"1016",45388,"Ovarian","NCI/ADR-RES",4.176,29,48,"Dacarbazine"
"1017",45388,"Breast","MDA-MB-231/ATCC",4,1,48,"Dacarbazine"
"1018",45388,"Breast","HS 578T",4,1,48,"Dacarbazine"
"1019",45388,"Melanoma","MDA-N",4,1,48,"Dacarbazine"
"1020",45388,"Breast","T-47D",4,1,48,"Dacarbazine"
"1021",45388,"Ovarian","OVCAR-3",4.251,35,48,"Dacarbazine"
"1022",45388,"Ovarian","OVCAR-4",4.435,38,48,"Dacarbazine"
"1023",45388,"Ovarian","OVCAR-5",4.062,41,48,"Dacarbazine"
"1024",45388,"Ovarian","OVCAR-8",4.347,40,48,"Dacarbazine"
"1025",45388,"Ovarian","IGROV1",4.054,37,48,"Dacarbazine"
"1026",45388,"Ovarian","SK-OV-3",4.653,39,48,"Dacarbazine"
"1027",45388,"Leukemia","P388",4.715,25,48,"Dacarbazine"
"1028",45388,"Leukemia","P388/ADR",4.395,24,48,"Dacarbazine"
"1029",45388,"Leukemia","CCRF-CEM",4.952,37,48,"Dacarbazine"
"1030",45388,"Leukemia","K-562",4.736,37,48,"Dacarbazine"
"1031",45388,"Leukemia","MOLT-4",4.66,36,48,"Dacarbazine"
"1032",45388,"Leukemia","HL-60(TB)",4.802,34,48,"Dacarbazine"
"1033",45388,"Leukemia","RPMI-8226",4.724,35,48,"Dacarbazine"
"1034",45388,"Leukemia","SR",4.562,2,48,"Dacarbazine"
"1035",45388,"Renal","UO-31",4.461,40,48,"Dacarbazine"
"1036",45388,"Renal","SN12C",4.104,39,48,"Dacarbazine"
"1037",45388,"Renal","SN12K1",4.544,28,48,"Dacarbazine"
"1038",45388,"Renal","A498",4.169,29,48,"Dacarbazine"
"1039",45388,"Renal","CAKI-1",4.724,34,48,"Dacarbazine"
"1040",45388,"Renal","RXF 393",4.066,34,48,"Dacarbazine"
"1041",45388,"Renal","RXF-631",4.284,5,48,"Dacarbazine"
"1042",45388,"Renal","786-0",4.036,11,48,"Dacarbazine"
"1043",45388,"Renal","SW-156",4.072,2,48,"Dacarbazine"
"1044",45388,"Renal","TK-164",4.174,1,48,"Dacarbazine"
"1045",45388,"Renal","ACHN",4.671,12,48,"Dacarbazine"
"1046",45388,"Renal","TK-10",4.347,11,48,"Dacarbazine"
"1047",45388,"Melanoma","LOX IMVI",4.921,37,48,"Dacarbazine"
"1048",45388,"Melanoma","MALME-3M",4.375,34,48,"Dacarbazine"
"1049",45388,"Melanoma","SK-MEL-2",4.993,36,48,"Dacarbazine"
"1050",45388,"Melanoma","SK-MEL-5",4.146,39,48,"Dacarbazine"
"1051",45388,"Melanoma","SK-MEL-28",4.075,38,48,"Dacarbazine"
"1052",45388,"Melanoma","M14",4.411,9,48,"Dacarbazine"
"1053",45388,"Melanoma","M19-MEL",4.154,37,48,"Dacarbazine"
"1054",45388,"Melanoma","UACC-62",4.419,38,48,"Dacarbazine"
"1055",45388,"Melanoma","UACC-257",4.32,37,48,"Dacarbazine"
"1056",45388,"Prostate","PC-3",4,1,48,"Dacarbazine"
"1057",45388,"Prostate","DU-145",4,1,48,"Dacarbazine"
"1058",45388,"Central Nervous System","SNB-19",4.005,40,48,"Dacarbazine"
"1059",45388,"Central Nervous System","SNB-75",4.447,40,48,"Dacarbazine"
"1060",45388,"Central Nervous System","SNB-78",4.182,32,48,"Dacarbazine"
"1061",45388,"Central Nervous System","U251",4.032,42,48,"Dacarbazine"
"1062",45388,"Central Nervous System","SF-268",4.179,37,48,"Dacarbazine"
"1063",45388,"Central Nervous System","SF-295",4.271,37,48,"Dacarbazine"
"1064",45388,"Central Nervous System","SF-539",4.165,40,48,"Dacarbazine"
"1065",45388,"Central Nervous System","XF 498",4.633,31,48,"Dacarbazine"
"1066",45388,"LYM","HT",4.106,2,48,"Dacarbazine"
"1067",45388,"LYM","DB",4.678,2,48,"Dacarbazine"
"1068",49842,"Non-Small Cell Lung","NCI-H23",8,2,2,"Vinblastine"
"1069",49842,"Non-Small Cell Lung","NCI-H522",8,2,2,"Vinblastine"
"1070",49842,"Non-Small Cell Lung","A549/ATCC",8,2,2,"Vinblastine"
"1071",49842,"Non-Small Cell Lung","EKVX",8,1,2,"Vinblastine"
"1072",49842,"Non-Small Cell Lung","NCI-H226",8,2,2,"Vinblastine"
"1073",49842,"Non-Small Cell Lung","NCI-H322M",8,2,2,"Vinblastine"
"1074",49842,"Non-Small Cell Lung","NCI-H460",8,2,2,"Vinblastine"
"1075",49842,"Non-Small Cell Lung","HOP-62",8,2,2,"Vinblastine"
"1076",49842,"Non-Small Cell Lung","HOP-92",8,2,2,"Vinblastine"
"1077",49842,"Colon","HT29",8,2,2,"Vinblastine"
"1078",49842,"Colon","HCC-2998",8,1,2,"Vinblastine"
"1079",49842,"Colon","HCT-116",8,2,2,"Vinblastine"
"1080",49842,"Colon","SW-620",8,2,2,"Vinblastine"
"1081",49842,"Colon","COLO 205",8,2,2,"Vinblastine"
"1082",49842,"Colon","HCT-15",8,1,2,"Vinblastine"
"1083",49842,"Colon","KM12",8,2,2,"Vinblastine"
"1084",49842,"Breast","MCF7",8,2,2,"Vinblastine"
"1085",49842,"Ovarian","NCI/ADR-RES",7.346,2,2,"Vinblastine"
"1086",49842,"Breast","MDA-MB-231/ATCC",8,2,2,"Vinblastine"
"1087",49842,"Breast","HS 578T",8,2,2,"Vinblastine"
"1088",49842,"Melanoma","MDA-MB-435",8,2,2,"Vinblastine"
"1089",49842,"Melanoma","MDA-N",8,2,2,"Vinblastine"
"1090",49842,"Breast","BT-549",6.468,2,2,"Vinblastine"
"1091",49842,"Breast","T-47D",4.719,2,2,"Vinblastine"
"1092",49842,"Ovarian","OVCAR-3",8,2,2,"Vinblastine"
"1093",49842,"Ovarian","OVCAR-4",5.726,2,2,"Vinblastine"
"1094",49842,"Ovarian","OVCAR-5",6.577,2,2,"Vinblastine"
"1095",49842,"Ovarian","OVCAR-8",8,2,2,"Vinblastine"
"1096",49842,"Ovarian","IGROV1",8,2,2,"Vinblastine"
"1097",49842,"Ovarian","SK-OV-3",8,2,2,"Vinblastine"
"1098",49842,"Leukemia","CCRF-CEM",8,2,2,"Vinblastine"
"1099",49842,"Leukemia","K-562",8,1,2,"Vinblastine"
"1100",49842,"Leukemia","MOLT-4",8,1,2,"Vinblastine"
"1101",49842,"Leukemia","HL-60(TB)",8,2,2,"Vinblastine"
"1102",49842,"Leukemia","RPMI-8226",8,1,2,"Vinblastine"
"1103",49842,"Leukemia","SR",8,1,2,"Vinblastine"
"1104",49842,"Renal","UO-31",7.508,2,2,"Vinblastine"
"1105",49842,"Renal","SN12C",8,1,2,"Vinblastine"
"1106",49842,"Renal","A498",8,2,2,"Vinblastine"
"1107",49842,"Renal","CAKI-1",8,1,2,"Vinblastine"
"1108",49842,"Renal","RXF 393",8,2,2,"Vinblastine"
"1109",49842,"Renal","786-0",8,2,2,"Vinblastine"
"1110",49842,"Renal","ACHN",8,2,2,"Vinblastine"
"1111",49842,"Melanoma","LOX IMVI",8,1,2,"Vinblastine"
"1112",49842,"Melanoma","MALME-3M",8,2,2,"Vinblastine"
"1113",49842,"Melanoma","SK-MEL-2",8,2,2,"Vinblastine"
"1114",49842,"Melanoma","SK-MEL-5",8,2,2,"Vinblastine"
"1115",49842,"Melanoma","M14",8,2,2,"Vinblastine"
"1116",49842,"Melanoma","UACC-62",8,1,2,"Vinblastine"
"1117",49842,"Melanoma","UACC-257",8,1,2,"Vinblastine"
"1118",49842,"Prostate","PC-3",8,2,2,"Vinblastine"
"1119",49842,"Prostate","DU-145",8,2,2,"Vinblastine"
"1120",49842,"Central Nervous System","SNB-19",8,2,2,"Vinblastine"
"1121",49842,"Central Nervous System","SNB-75",8,2,2,"Vinblastine"
"1122",49842,"Central Nervous System","U251",8,2,2,"Vinblastine"
"1123",49842,"Central Nervous System","SF-268",8,2,2,"Vinblastine"
"1124",49842,"Central Nervous System","SF-295",8,2,2,"Vinblastine"
"1125",49842,"Central Nervous System","SF-539",8,2,2,"Vinblastine"
"1126",59687,"Non-Small Cell Lung","NCI-H23",5.032,1,2,"Acetalax"
"1127",59687,"Non-Small Cell Lung","NCI-H522",5.505,2,2,"Acetalax"
"1128",59687,"Non-Small Cell Lung","A549/ATCC",4.471,2,2,"Acetalax"
"1129",59687,"Non-Small Cell Lung","EKVX",5.071,2,2,"Acetalax"
"1130",59687,"Non-Small Cell Lung","NCI-H226",4.395,2,2,"Acetalax"
"1131",59687,"Non-Small Cell Lung","NCI-H322M",5.908,2,2,"Acetalax"
"1132",59687,"Non-Small Cell Lung","NCI-H460",4.437,2,2,"Acetalax"
"1133",59687,"Non-Small Cell Lung","HOP-62",4.46,2,2,"Acetalax"
"1134",59687,"Non-Small Cell Lung","HOP-92",4.93,2,2,"Acetalax"
"1135",59687,"Colon","HT29",4.517,2,2,"Acetalax"
"1136",59687,"Colon","HCC-2998",4.528,1,2,"Acetalax"
"1137",59687,"Colon","HCT-116",4.468,1,2,"Acetalax"
"1138",59687,"Colon","SW-620",4.436,2,2,"Acetalax"
"1139",59687,"Colon","COLO 205",7.13,2,2,"Acetalax"
"1140",59687,"Colon","HCT-15",4.689,2,2,"Acetalax"
"1141",59687,"Colon","KM12",4.898,2,2,"Acetalax"
"1142",59687,"Breast","MCF7",6.641,2,2,"Acetalax"
"1143",59687,"Ovarian","NCI/ADR-RES",5.937,2,2,"Acetalax"
"1144",59687,"Breast","MDA-MB-231/ATCC",4.591,2,2,"Acetalax"
"1145",59687,"Breast","HS 578T",7.186,2,2,"Acetalax"
"1146",59687,"Melanoma","MDA-MB-435",4.514,2,2,"Acetalax"
"1147",59687,"Breast","BT-549",7.194,1,2,"Acetalax"
"1148",59687,"Breast","T-47D",7.508,2,2,"Acetalax"
"1149",59687,"Breast","MDA-MB-468",7.166,1,2,"Acetalax"
"1150",59687,"Ovarian","OVCAR-3",7.091,2,2,"Acetalax"
"1151",59687,"Ovarian","OVCAR-4",7.46,2,2,"Acetalax"
"1152",59687,"Ovarian","OVCAR-5",4.317,2,2,"Acetalax"
"1153",59687,"Ovarian","OVCAR-8",6.535,2,2,"Acetalax"
"1154",59687,"Ovarian","IGROV1",4.951,2,2,"Acetalax"
"1155",59687,"Ovarian","SK-OV-3",4.498,2,2,"Acetalax"
"1156",59687,"Leukemia","CCRF-CEM",4.59,2,2,"Acetalax"
"1157",59687,"Leukemia","K-562",4.763,2,2,"Acetalax"
"1158",59687,"Leukemia","MOLT-4",4.787,2,2,"Acetalax"
"1159",59687,"Leukemia","HL-60(TB)",4.82,2,2,"Acetalax"
"1160",59687,"Leukemia","RPMI-8226",4.688,2,2,"Acetalax"
"1161",59687,"Leukemia","SR",4.6,1,2,"Acetalax"
"1162",59687,"Renal","UO-31",4.62,2,2,"Acetalax"
"1163",59687,"Renal","SN12C",6.694,2,2,"Acetalax"
"1164",59687,"Renal","A498",4.61,2,2,"Acetalax"
"1165",59687,"Renal","CAKI-1",4.504,2,2,"Acetalax"
"1166",59687,"Renal","786-0",4.371,2,2,"Acetalax"
"1167",59687,"Renal","ACHN",4.725,2,2,"Acetalax"
"1168",59687,"Renal","TK-10",5.503,2,2,"Acetalax"
"1169",59687,"Melanoma","LOX IMVI",4.776,2,2,"Acetalax"
"1170",59687,"Melanoma","MALME-3M",4.19,1,2,"Acetalax"
"1171",59687,"Melanoma","SK-MEL-2",4.517,2,2,"Acetalax"
"1172",59687,"Melanoma","SK-MEL-5",4.608,2,2,"Acetalax"
"1173",59687,"Melanoma","SK-MEL-28",4.455,2,2,"Acetalax"
"1174",59687,"Melanoma","M14",4.464,2,2,"Acetalax"
"1175",59687,"Melanoma","UACC-62",4.458,2,2,"Acetalax"
"1176",59687,"Melanoma","UACC-257",4.619,1,2,"Acetalax"
"1177",59687,"Prostate","PC-3",5.285,2,2,"Acetalax"
"1178",59687,"Prostate","DU-145",4.613,2,2,"Acetalax"
"1179",59687,"Central Nervous System","SNB-19",4.368,2,2,"Acetalax"
"1180",59687,"Central Nervous System","SNB-75",4.764,2,2,"Acetalax"
"1181",59687,"Central Nervous System","U251",4.474,2,2,"Acetalax"
"1182",59687,"Central Nervous System","SF-268",4.415,2,2,"Acetalax"
"1183",59687,"Central Nervous System","SF-295",4.629,2,2,"Acetalax"
"1184",59687,"Central Nervous System","SF-539",4.58,2,2,"Acetalax"
"1185",63878,"Non-Small Cell Lung","NCI-H23",6.095,2,2,"Cytarabine"
"1186",63878,"Non-Small Cell Lung","NCI-H522",4,1,2,"Cytarabine"
"1187",63878,"Non-Small Cell Lung","A549/ATCC",6.825,2,2,"Cytarabine"
"1188",63878,"Non-Small Cell Lung","EKVX",4,2,2,"Cytarabine"
"1189",63878,"Non-Small Cell Lung","NCI-H226",4.391,1,2,"Cytarabine"
"1190",63878,"Non-Small Cell Lung","NCI-H322M",4,1,2,"Cytarabine"
"1191",63878,"Non-Small Cell Lung","NCI-H460",6.731,1,2,"Cytarabine"
"1192",63878,"Non-Small Cell Lung","HOP-62",6.673,2,2,"Cytarabine"
"1193",63878,"Colon","HT29",4,1,2,"Cytarabine"
"1194",63878,"Colon","HCC-2998",6.613,1,2,"Cytarabine"
"1195",63878,"Colon","HCT-116",6.49,2,2,"Cytarabine"
"1196",63878,"Colon","SW-620",5.822,1,2,"Cytarabine"
"1197",63878,"Colon","COLO 205",4.394,2,2,"Cytarabine"
"1198",63878,"Colon","HCT-15",5.852,2,2,"Cytarabine"
"1199",63878,"Colon","KM12",4,2,2,"Cytarabine"
"1200",63878,"Breast","MCF7",5.344,2,2,"Cytarabine"
"1201",63878,"Ovarian","NCI/ADR-RES",4.285,1,2,"Cytarabine"
"1202",63878,"Breast","MDA-MB-231/ATCC",4.73,2,2,"Cytarabine"
"1203",63878,"Breast","HS 578T",4,2,2,"Cytarabine"
"1204",63878,"Melanoma","MDA-MB-435",4,1,2,"Cytarabine"
"1205",63878,"Melanoma","MDA-N",4.947,2,2,"Cytarabine"
"1206",63878,"Breast","BT-549",4,1,2,"Cytarabine"
"1207",63878,"Breast","T-47D",4.182,2,2,"Cytarabine"
"1208",63878,"Ovarian","OVCAR-3",4,1,2,"Cytarabine"
"1209",63878,"Ovarian","OVCAR-4",4,1,2,"Cytarabine"
"1210",63878,"Ovarian","OVCAR-5",4,2,2,"Cytarabine"
"1211",63878,"Ovarian","OVCAR-8",5.823,2,2,"Cytarabine"
"1212",63878,"Ovarian","IGROV1",4.641,2,2,"Cytarabine"
"1213",63878,"Ovarian","SK-OV-3",4,1,2,"Cytarabine"
"1214",63878,"Leukemia","CCRF-CEM",7.831,1,2,"Cytarabine"
"1215",63878,"Leukemia","K-562",5.334,2,2,"Cytarabine"
"1216",63878,"Leukemia","MOLT-4",7.871,2,2,"Cytarabine"
"1217",63878,"Leukemia","HL-60(TB)",5.181,2,2,"Cytarabine"
"1218",63878,"Leukemia","RPMI-8226",4,2,2,"Cytarabine"
"1219",63878,"Leukemia","SR",7.331,2,2,"Cytarabine"
"1220",63878,"Renal","UO-31",5.593,2,2,"Cytarabine"
"1221",63878,"Renal","SN12C",6.268,2,2,"Cytarabine"
"1222",63878,"Renal","CAKI-1",6.274,1,2,"Cytarabine"
"1223",63878,"Renal","RXF 393",4,1,2,"Cytarabine"
"1224",63878,"Renal","786-0",5.886,2,2,"Cytarabine"
"1225",63878,"Renal","ACHN",6.202,2,2,"Cytarabine"
"1226",63878,"Renal","TK-10",4,2,2,"Cytarabine"
"1227",63878,"Melanoma","LOX IMVI",6.68,1,2,"Cytarabine"
"1228",63878,"Melanoma","MALME-3M",4.491,2,2,"Cytarabine"
"1229",63878,"Melanoma","SK-MEL-5",5.362,2,2,"Cytarabine"
"1230",63878,"Melanoma","SK-MEL-28",6.381,2,2,"Cytarabine"
"1231",63878,"Melanoma","M14",6.286,1,2,"Cytarabine"
"1232",63878,"Melanoma","UACC-62",5.628,2,2,"Cytarabine"
"1233",63878,"Melanoma","UACC-257",4,2,2,"Cytarabine"
"1234",63878,"Prostate","PC-3",5.919,2,2,"Cytarabine"
"1235",63878,"Prostate","DU-145",5.728,1,2,"Cytarabine"
"1236",63878,"Central Nervous System","SNB-19",5.054,2,2,"Cytarabine"
"1237",63878,"Central Nervous System","SNB-75",4,1,2,"Cytarabine"
"1238",63878,"Central Nervous System","U251",4.981,2,2,"Cytarabine"
"1239",63878,"Central Nervous System","SF-268",5.223,1,2,"Cytarabine"
"1240",63878,"Central Nervous System","SF-295",5.437,1,2,"Cytarabine"
"1241",63984,"Non-Small Cell Lung","NCI-H23",4.042,1,1,"Cordycepin"
"1242",63984,"Non-Small Cell Lung","NCI-H522",4.744,1,1,"Cordycepin"
"1243",63984,"Non-Small Cell Lung","A549/ATCC",4.121,1,1,"Cordycepin"
"1244",63984,"Non-Small Cell Lung","EKVX",4.391,1,1,"Cordycepin"
"1245",63984,"Non-Small Cell Lung","NCI-H226",4,1,1,"Cordycepin"
"1246",63984,"Non-Small Cell Lung","NCI-H322M",4.571,1,1,"Cordycepin"
"1247",63984,"Non-Small Cell Lung","HOP-62",4.533,1,1,"Cordycepin"
"1248",63984,"Non-Small Cell Lung","HOP-92",4.394,1,1,"Cordycepin"
"1249",63984,"Colon","HCC-2998",4.721,1,1,"Cordycepin"
"1250",63984,"Colon","HCT-116",4.698,1,1,"Cordycepin"
"1251",63984,"Colon","SW-620",4.455,1,1,"Cordycepin"
"1252",63984,"Colon","COLO 205",4.029,1,1,"Cordycepin"
"1253",63984,"Colon","HCT-15",4.754,1,1,"Cordycepin"
"1254",63984,"Colon","KM12",4.658,1,1,"Cordycepin"
"1255",63984,"Breast","MCF7",5.216,1,1,"Cordycepin"
"1256",63984,"Ovarian","NCI/ADR-RES",4.692,1,1,"Cordycepin"
"1257",63984,"Breast","MDA-MB-231/ATCC",4.747,1,1,"Cordycepin"
"1258",63984,"Breast","HS 578T",4.594,1,1,"Cordycepin"
"1259",63984,"Melanoma","MDA-N",4.412,1,1,"Cordycepin"
"1260",63984,"Breast","BT-549",4.525,1,1,"Cordycepin"
"1261",63984,"Ovarian","OVCAR-3",4.406,1,1,"Cordycepin"
"1262",63984,"Ovarian","OVCAR-4",4,1,1,"Cordycepin"
"1263",63984,"Ovarian","OVCAR-5",4,1,1,"Cordycepin"
"1264",63984,"Ovarian","OVCAR-8",4.779,1,1,"Cordycepin"
"1265",63984,"Ovarian","IGROV1",4,1,1,"Cordycepin"
"1266",63984,"Ovarian","SK-OV-3",4.285,1,1,"Cordycepin"
"1267",63984,"Leukemia","CCRF-CEM",4.465,1,1,"Cordycepin"
"1268",63984,"Leukemia","K-562",5.101,1,1,"Cordycepin"
"1269",63984,"Leukemia","MOLT-4",4,1,1,"Cordycepin"
"1270",63984,"Leukemia","SR",4,1,1,"Cordycepin"
"1271",63984,"Renal","UO-31",4,1,1,"Cordycepin"
"1272",63984,"Renal","SN12C",4.592,1,1,"Cordycepin"
"1273",63984,"Renal","CAKI-1",4,1,1,"Cordycepin"
"1274",63984,"Renal","RXF 393",4,1,1,"Cordycepin"
"1275",63984,"Renal","786-0",4.758,1,1,"Cordycepin"
"1276",63984,"Renal","ACHN",4,1,1,"Cordycepin"
"1277",63984,"Renal","TK-10",4,1,1,"Cordycepin"
"1278",63984,"Melanoma","LOX IMVI",4.67,1,1,"Cordycepin"
"1279",63984,"Melanoma","SK-MEL-5",4,1,1,"Cordycepin"
"1280",63984,"Melanoma","SK-MEL-28",4.592,1,1,"Cordycepin"
"1281",63984,"Melanoma","M14",4.418,1,1,"Cordycepin"
"1282",63984,"Melanoma","UACC-62",4.436,1,1,"Cordycepin"
"1283",63984,"Melanoma","UACC-257",4,1,1,"Cordycepin"
"1284",63984,"Prostate","PC-3",5.033,1,1,"Cordycepin"
"1285",63984,"Prostate","DU-145",4.521,1,1,"Cordycepin"
"1286",63984,"Central Nervous System","SNB-19",4.57,1,1,"Cordycepin"
"1287",63984,"Central Nervous System","SNB-75",4.454,1,1,"Cordycepin"
"1288",63984,"Central Nervous System","U251",4.38,1,1,"Cordycepin"
"1289",63984,"Central Nervous System","SF-268",4.271,1,1,"Cordycepin"
"1290",63984,"Central Nervous System","SF-295",4.231,1,1,"Cordycepin"
"1291",63984,"Central Nervous System","SF-539",4.46,1,1,"Cordycepin"
"1292",71423,"Non-Small Cell Lung","NCI-H23",4,1,1,"Megestrol acetate"
"1293",71423,"Non-Small Cell Lung","NCI-H522",4.275,1,1,"Megestrol acetate"
"1294",71423,"Non-Small Cell Lung","A549/ATCC",4,1,1,"Megestrol acetate"
"1295",71423,"Non-Small Cell Lung","EKVX",4.637,1,1,"Megestrol acetate"
"1296",71423,"Non-Small Cell Lung","NCI-H226",4,1,1,"Megestrol acetate"
"1297",71423,"Non-Small Cell Lung","NCI-H322M",4,1,1,"Megestrol acetate"
"1298",71423,"Non-Small Cell Lung","NCI-H460",4,1,1,"Megestrol acetate"
"1299",71423,"Non-Small Cell Lung","HOP-92",4.507,1,1,"Megestrol acetate"
"1300",71423,"Colon","HT29",4,1,1,"Megestrol acetate"
"1301",71423,"Colon","HCC-2998",4,1,1,"Megestrol acetate"
"1302",71423,"Colon","HCT-116",4.829,1,1,"Megestrol acetate"
"1303",71423,"Colon","SW-620",4,1,1,"Megestrol acetate"
"1304",71423,"Colon","COLO 205",4,1,1,"Megestrol acetate"
"1305",71423,"Colon","HCT-15",4,1,1,"Megestrol acetate"
"1306",71423,"Colon","KM12",4,1,1,"Megestrol acetate"
"1307",71423,"Breast","MCF7",4,1,1,"Megestrol acetate"
"1308",71423,"Ovarian","NCI/ADR-RES",4.407,1,1,"Megestrol acetate"
"1309",71423,"Breast","MDA-MB-231/ATCC",4,1,1,"Megestrol acetate"
"1310",71423,"Breast","HS 578T",4.438,1,1,"Megestrol acetate"
"1311",71423,"Melanoma","MDA-MB-435",4,1,1,"Megestrol acetate"
"1312",71423,"Breast","BT-549",4.38,1,1,"Megestrol acetate"
